title,price,link
"ASUS ROG Strix G16 (2023) Gaming Laptop, 16” Nebula Display 16:10 QHD 240Hz, GeForce RTX 4070, Intel Core i9-13980HX, 32GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G614JI-XS96,Eclipse Gray",No price found,https://www.amazon.com/ASUS-Gaming-Laptop-Nebula-Display/dp/B0BZQPQD63/ref=sr_1_90?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-90
"acer Aspire 1 A115-32-C96U Home & Student Slim Laptop (15.6"" FHD, Intel Celeron N4500, 16GB RAM, 256GB SSD, UHD Graphics) 1-Year Office 365, Ethernet, Wi-Fi, Webcam, IST HDMI, Win 11 Home, Silver",339.,https://www.amazon.com/acer-Aspire-A115-32-C96U-Graphics-Ethernet/dp/B0CC5PRLR6/ref=sr_1_91?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-91
"HP Laptop 15-dy2718nr, 11th Generation Intel® Core™ i7-1165G7, Intel® Iris® Xe Graphics, 12 GB DDR4, (15-dy2718nr, silver)",No price found,https://www.amazon.com/HP-15-dy2718nr-Generation-i7-1165G7-Graphics/dp/B0CJS251D3/ref=sr_1_92?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-92
Your Mandala: Notebook Da Colorare (Italian Edition),6.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo0NjUxMjUwMTk1OTQ5NDE0OjE3MjQ0NDA0MDc6c3BfbXRmOjIwMDE1NDg2Njk2ODE5ODo6MDo6&url=%2FYour-Mandala-Notebook-Colorare-Italian%2Fdp%2FB0C1J7N6PN%2Fref%3Dsr_1_12_sspa%3Fcrid%3D1Z0BK8XIPERB%26dib%3DeyJ2IjoiMSJ9.3K-8z8eTmTn_wSTPLVLLluGoSt3QgXzN5HuHURo2RyT-ZC5-S-AAcxBiqhFKouM7BaSpPWZhavSFgU7c_WsvZ4f0y9ay3UL3PuqHiqRsydXw8kjejacY9a08tkG-DJtBhtkwVAmkJGypNwKxJfuDKVw06O1Wi6hDTXDBtRlA4trvUOz3m-TWi30rv2zFm-1pm-Ypxtz7C-dt5J8wKO59OA8fXcAO12MLuwrr5dDcq48.IYu77O8awGjWCfQ7e92AfFsVanxRaBRNwtnk69cIvKQ%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724440407%26sprefix%3Dlaptop%252Caps%252C480%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Lenovo IdeaPad 3 Laptop, 15.6” FHD Touchscreen Display, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB SSD, Wi-Fi 6, SD Card Reader, HDMI, Webcam, Windows 11 Pro, Grey",572.,https://www.amazon.com/Lenovo-IdeaPad-Touchscreen-i5-1135G7-Processor/dp/B0C7XWSMKT/ref=sr_1_93?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-93
"ASUS VivoBook 16 Laptop, 16” WUXGA (1920 x 1200) 16:10 Display, AMD Ryzen 9 7940HS CPU, AMD Radeon™ Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Cool Silver, M1605XA-EB96",No price found,https://www.amazon.com/ASUS-VivoBook-Laptop-WUXGA-1920/dp/B0CJS18VMV/ref=sr_1_94?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-94
"ASUS Vivobook Go 15 L510 Thin & Light Laptop Computer, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, Windows 11 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-AS02",No price found,https://www.amazon.com/ASUS-Vivobook-Processor-Microsoft-L510MA-AS02/dp/B09SVR5VD4/ref=sr_1_95?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-95
"Acer Chromebook Spin 513 Convertible Laptop | Qualcomm Snapdragon 7c | 13.3"" FHD IPS Touch Corning Gorilla Glass Display | 4GB LPDDR4X | 64GB eMMC | WiFi 5 | Backlit KB | Chrome OS | R841T-S4ZG, Gray",232.,https://www.amazon.com/Acer-Chromebook-Spin-R841T-R841T-S4ZG/dp/B08WPH5VXN/ref=sr_1_96?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A&dib_tag=se&keywords=laptop&qid=1724440473&sprefix=laptop%2Caps%2C480&sr=8-96
"Vera Bradley Cotton Laptop Organizer, Morning Glory",32.,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo1ODc1NTM0MzIxNzMxNTc4OjE3MjQ0NDA0NzM6c3BfYnRmOjMwMDM1MzEyMDI3MTIwMjo6MDo6&url=%2FVera-Bradley-Cotton-Organizer-Morning%2Fdp%2FB0CQGWG374%2Fref%3Dsr_1_97_sspa%3Fcrid%3D1Z0BK8XIPERB%26dib%3DeyJ2IjoiMSJ9.7R5TPeIClmVeatpjq9JjBxa28n_KT5Ymdo-S6YEg_mM6eJfrkFNFWnF70xUmhtDZ5ttKFGSFQrWZ1iPtz4Df4B8dK-O-OaBa4MKFpdDq_-S7EsId0XxpfxHIrHNvjICQfxh7kGXaIAMMxPUeaO9RZDVdgvrCcOGUfPScuKTW1YWIqCsL27Yt0wx2XeGt25DdX1sOpr06NoDHh3tPu7itFjf19S-reo0qDWCNTbT2gDE.ph4cTl7FaWOEGDRI2vFrfy7QKv6u6iglRigw9c8n34A%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1724440473%26sprefix%3Dlaptop%252Caps%252C480%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"SAMSUNG 15.6” Galaxy Book3 Laptop PC Computer, 13th Gen Intel Core i7-1355U Processor / 16 GB / 512GB, Thin and Light, FHD Screen, Fingerprint Reader, HD Webcam, 2023 Model, NP750XFG-KB2US, Silver",No price found,https://www.amazon.com/SAMSUNG-Computer-Processor-Fingerprint-NP750XFG-KB2US/dp/B0BPJT2KD8/ref=sr_1_97?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.QSZ5MKw-Yr_M-hn8Dpa5mVIl4PW2T0R4zs1Y_3VR3BQl6lk8PjuzLVQkl08lg9ttOe9YA9ARRQHPnshWcW6m8biNTHrXwUXseElV6ng6767XCCQZh0XgoiToM4DKv7iZNw7TNZwOW_qg7AthQYsjmf71YrvI6z1h0jSab9P_n_gK3qSYD4d1xxv4wVi3fSoip1IKfrL7QePCgKegFAsGaqaLIW_egd-dWcVDSLTknuE.Yntf0pe_7xWCRsnoyiTAPJ1oNqxvZwItzZrKPiktwGU&dib_tag=se&keywords=laptop&qid=1724440486&sprefix=laptop%2Caps%2C480&sr=8-97
"ASUS C424MA-AS48F Chromebook C424, 14.0"" 180 Degree FHD NanoEdge Display, Intel Dual Core Celeron Processor, 4GB LPDDR4 RAM, 128GB Storage, Silver Color, C424MA-AS48F",No price found,https://www.amazon.com/ASUS-C424MA-AS48F-Chromebook-NanoEdge-Processor/dp/B0BSP51S36/ref=sr_1_98?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.QSZ5MKw-Yr_M-hn8Dpa5mVIl4PW2T0R4zs1Y_3VR3BQl6lk8PjuzLVQkl08lg9ttOe9YA9ARRQHPnshWcW6m8biNTHrXwUXseElV6ng6767XCCQZh0XgoiToM4DKv7iZNw7TNZwOW_qg7AthQYsjmf71YrvI6z1h0jSab9P_n_gK3qSYD4d1xxv4wVi3fSoip1IKfrL7QePCgKegFAsGaqaLIW_egd-dWcVDSLTknuE.Yntf0pe_7xWCRsnoyiTAPJ1oNqxvZwItzZrKPiktwGU&dib_tag=se&keywords=laptop&qid=1724440486&sprefix=laptop%2Caps%2C480&sr=8-98
"HP Stream 14 inches HD (1366x768) Display, Intel Celeron N4000 Dual-Core Processor, 4GB RAM, 64GB eMMC, HDMI, WiFi, Webcam, Bluetooth, Win10 S, Royal Blue (Renewed)",No price found,https://www.amazon.com/HP-1366x768-Dual-Core-Processor-Bluetooth/dp/B08F3TNHFJ/ref=sr_1_99?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.QSZ5MKw-Yr_M-hn8Dpa5mVIl4PW2T0R4zs1Y_3VR3BQl6lk8PjuzLVQkl08lg9ttOe9YA9ARRQHPnshWcW6m8biNTHrXwUXseElV6ng6767XCCQZh0XgoiToM4DKv7iZNw7TNZwOW_qg7AthQYsjmf71YrvI6z1h0jSab9P_n_gK3qSYD4d1xxv4wVi3fSoip1IKfrL7QePCgKegFAsGaqaLIW_egd-dWcVDSLTknuE.Yntf0pe_7xWCRsnoyiTAPJ1oNqxvZwItzZrKPiktwGU&dib_tag=se&keywords=laptop&qid=1724440486&sprefix=laptop%2Caps%2C480&sr=8-99
"HP Stream 11 Laptop, Intel Celeron N4020, 4 GB RAM, 64 GB Storage, 11.6” HD Anti-Glare Display, Windows 11, Long Battery Life, Thin & Portable, Includes Microsoft 365 (11-ak0040nr, 2021 Diamond White)",No price found,https://www.amazon.com/HP-Anti-Glare-Portable-Microsoft-11-ak0040nr/dp/B09F8JJDLW/ref=sr_1_100?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.QSZ5MKw-Yr_M-hn8Dpa5mVIl4PW2T0R4zs1Y_3VR3BQl6lk8PjuzLVQkl08lg9ttOe9YA9ARRQHPnshWcW6m8biNTHrXwUXseElV6ng6767XCCQZh0XgoiToM4DKv7iZNw7TNZwOW_qg7AthQYsjmf71YrvI6z1h0jSab9P_n_gK3qSYD4d1xxv4wVi3fSoip1IKfrL7QePCgKegFAsGaqaLIW_egd-dWcVDSLTknuE.Yntf0pe_7xWCRsnoyiTAPJ1oNqxvZwItzZrKPiktwGU&dib_tag=se&keywords=laptop&qid=1724440486&sprefix=laptop%2Caps%2C480&sr=8-100
"HP 15 inch Laptop, HD Display, AMD Ryzen 5 5500U, 8 GB RAM, 256 GB SSD, AMD Radeon Graphics, Windows 11 Home, 15-ef2099nr (2023),Silver",369.,https://www.amazon.com/HP-Ryzen-5500U-Graphics-15-ef2099nr/dp/B0C1PQL8QB/ref=sr_1_101?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.QSZ5MKw-Yr_M-hn8Dpa5mVIl4PW2T0R4zs1Y_3VR3BQl6lk8PjuzLVQkl08lg9ttOe9YA9ARRQHPnshWcW6m8biNTHrXwUXseElV6ng6767XCCQZh0XgoiToM4DKv7iZNw7TNZwOW_qg7AthQYsjmf71YrvI6z1h0jSab9P_n_gK3qSYD4d1xxv4wVi3fSoip1IKfrL7QePCgKegFAsGaqaLIW_egd-dWcVDSLTknuE.Yntf0pe_7xWCRsnoyiTAPJ1oNqxvZwItzZrKPiktwGU&dib_tag=se&keywords=laptop&qid=1724440486&sprefix=laptop%2Caps%2C480&sr=8-101
"Dell Inspiron 15 3000 3520 Business Laptop Computer[Windows 11 Pro], 15.6'' FHD Touchscreen, 11th Gen Intel Quad-Core i5-1135G7, 16GB RAM, 1TB PCIe SSD, Numeric Keypad, Wi-Fi, Webcam, HDMI, Black",502.,https://www.amazon.com/Dell-Laptop-Touchscreen-Quad-Core-i5-1135G7/dp/B0CC936WF1/ref=sr_1_13?crid=1Z0BK8XIPERB&dib=eyJ2IjoiMSJ9.3K-8z8eTmTn_wSTPLVLLluGoSt3QgXzN5HuHURo2RyT-ZC5-S-AAcxBiqhFKouM7BaSpPWZhavSFgU7c_WsvZ4f0y9ay3UL3PuqHiqRsydXw8kjejacY9a08tkG-DJtBhtkwVAmkJGypNwKxJfuDKVw06O1Wi6hDTXDBtRlA4trvUOz3m-TWi30rv2zFm-1pm-Ypxtz7C-dt5J8wKO59OA8fXcAO12MLuwrr5dDcq48.IYu77O8awGjWCfQ7e92AfFsVanxRaBRNwtnk69cIvKQ&dib_tag=se&keywords=laptop&qid=1724440407&sprefix=laptop%2Caps%2C480&sr=8-13
